location,date,learn_more,learn_more_source,main_source
Taiwan,"July 18 to July 30, 2022","The Summer Institute in Computational Social Science - Taiwan (“SICSS Taiwan”), the Russel Sage Foundation and the International College of Innovation of National Chengchi University will host a 6-week training program (the “Program”) in the summer of 2022, which aims to promote computational social science and the cross-disciplinary collaboration between social science and data science. Below is an overview of our mission, participants and program.

Mission

The mission of the Program is to bring together people who are interested in applying data science and computational methods to better understand human behaviors and social phenomena. Through the Program, we hope to facilitate inclusive learning and effective collaboration in the field of computational social science.

Participants

The ideal participants of our 6-week Program would be graduate students, researchers, academic faculty and professionals with backgrounds in data science and/or social sciences. Prospective participants will have to apply to our Program. We will admit a cohort of 25 participants to the Program after a rigorous selection process. Our past participants came from either social science or data science (or computer science), or in some cases, a combination of both backgrounds. When selecting our participants, we focus on their experience in using data to solve problems, interest in learning computational social science, and willingness to collaborate with others from different backgrounds.

Program

Our Program will be hosted from Jun 20, 2022 through July 30, 2022. It consists of a 4-week bootcamp and a 2-week live hybrid program. The last three days of the hybrid program, July 28 to July 30, will be hosted in person at National Chengchi University. For a summary of the Program, please refer to the Table 1 below and to our Schedule section.

Component
      Dates
      Format
      Content
      Notes
    Bootcamp
      6/20/2022 - 7/17/2022
      Self-paged, remote learning program
      Programming Language R & Fundamentals of Computational Social Science
      We’ll host office hours for questions.
    Hybrid Program
      7/18/2022 - 7/30/2022
      Hybrid program of live online and in-person sessions
      Guest lectures, Group Problem Sets, Tutorials, Lightning Talks, and Group Projects
      In-person sessions: 7/28, 7/29 and 7/30
    The whole Program is free of charge to our participants. We also offer subsidies in housing and transportation allowances for our participants for the 3-day in-person sessions. Please note that we do require a deposit of NTD 1,500 from each participant, which will be returned at the end of the Program if a participant maintains the required attendance rate.

Because we are committed to open and reproducible research, all materials created by faculty and our participants for SICSS Taiwan will be released open source.

We welcome potential applicants to find partners to work on your project and apply as a group (組團報名).  Subject to our funding in 2022, we may provide childcare service for our participants. Please contact us for further details if you may need such service.

Conclusion

We are excited to welcome new participants to join our Program and our growing cross-disciplinary community!

To Apply, please click HERE for our application form.

To help you understand our Program and our application, we are hosting monthly 30 min information sessions online from December to April. You can subscribe to our email updates regarding the upcoming SICSS Taiwan information sessions.

If you have any questions, please contact us at sicss.taiwan.2021@gmail.com. We look forward to hearing from you!",https://sicss.io/2022/taiwan,https://sicss.io/locations
Tokyo,"August 1 to August 5, 2022","2022年8月1日から8月5日にかけて、Summer Institute in Computational Social Science のサテライト・ワークショップSICSS-Tokyoを、オンライン上で行います。SICSS-Tokyoでは、主に日本にいる若手研究者が計算社会科学（Computational Social Science）の方法論を体系的に学び、情報共有、研究活動を始める場を提供します。この夏期ワークショップは、（広義の）社会科学および（広義の）データ・サイエンスを対象とします。このイベントは日本計算社会科学会の協賛のもと行われます。

SICSS-Tokyoでは、英語と日本語の両方で、講義およびグループワークを行います。本イベントはすべてオンライン上で行われます。講義では、デジタルデータの分析、オンラインアンケート、デジタル環境での社会実験、計算社会科学における倫理問題などを扱います。他のSICSS会場とも連携し、主催者や参加者同士で各自の研究アイデアを議論する機会を多々設ける予定です。また、SICSS-Tokyoで作られたすべての資料は、オープンソースになる予定です。

このワークショップは、修士過程および博士課程の学生、ポスドク、勤務10年以内の企業研究者、博士取得後５年以内の大学教員の方を対象とします。約２０人ほどの参加者をご招待する予定です。参加される方は、５日間のプログラム全てに参加していただきたいと思います。参加費用は無料です。文理問わず、あらゆる分野からの応募をお待ちしております。

ただいま参加者の二次募集を行っています。応募に興味のある方はApplyボタンをクリックしてください。応募の締め切りは、2022年6月17日（金）です。

ご質問はこちらまで。sicsstokyo2022@gmail.com

From August 1 to August 5, 2022, we will virtually hold the Summer Institute in Computational Social Science at Tokyo (SICSS-Tokyo). The purpose of SICSS-Tokyo is to bring together master students, graduate students, postdoctoral researchers, beginning faculty, and corporate researchers interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived). This event is organized in cooperation with the Society for Computational Social Science of Japan.

The instructional program will involve lectures and group problem sets in both English and Japanese. All events will take place online. Topics covered include analyzing digital trace data, online surveys, digital experiments, and ethics. Participants will have ample opportunities to discuss their ideas and research with the organizers and other participants in collaboration with the other SICSS sites. Because we are committed to open and reproducible research, all materials created by faculty and students for SICSS-Tokyo will be released open-source.

Participation is restricted to master students, Ph.D. students, postdoctoral researchers, corporate researchers who have worked for ten years or less, and untenured faculty within five years of their Ph.D. We will invite about 20 participants and expect them to fully attend and participate in the entire program. There is no cost for participating in the Summer Institute. We welcome applicants from all backgrounds and fields of study.

Now the second recruitment is open!
Application materials are due Friday, June 17, 2022.

Inquiries can be sent to sicsstokyo2022@gmail.com.",https://sicss.io/2022/tokyo,https://sicss.io/locations
University of Rochester,"May 9 to May 20, 2022","University of Rochester is holding the first-ever SICSS in Rochester, NY! From May 9 to May 20, 2022, the Russell Sage Foundation and the University of Rochester will sponsor the Summer Institute in Computational Social Science, to be held at the University of Rochester. University of Rochester is globally known for its academic strengh in political science and economics. The program will be held at the brand-new, beautiful building of the Goergen Institute for Data Science. Sessions and lectures are planned to take place in-person.

The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, tutorials, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include:

image as data
  text as data
  social media / use of APIs
  data visualization
  webscraping
  mass collaboration
  network analysis
  ethics
  introduction to machine learning
  introduction to deep learning
Students will have ample opportunities to discuss their ideas and research with the organizers, TAs, other participants, and visiting speakers. We are hoping that the event will have a catalyzing effect on the research and teaching productivity of the participants. Since we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Application materials are due by Friday, March 18th, 2022.

Participation is restricted to advanced undergraduates, Master’s students, PhD students, Postdoctoral researchers, and assistant professors (within 7 years of their PhD). We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. Participants are expected to fully attend and participate in the entire two-week program.",https://sicss.io/2022/rochester,https://sicss.io/locations
West/Central Africa,"June 6 to June 24, 2022","From June 6 to June 24, 2022, the Public Policy in Africa Initiative will sponsor the Summer Institute in Computational Social Science, to be held at their Douala Office Headquarters. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and early career faculty members interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who are internationally recognised and who conduct computational social science research in a variety of settings. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to undergraduate students, Ph.D. students, postdoctoral researchers, and untenured faculty within 3 years of their Ph.D. and under the age of 35. We welcome applicants from all countries and regions of West and Central Africa, especially applicants from communities that traditionally do not have access to computational social science. About 20 participants will be invited, and participants are expected to fully attend and participate in the entire two-week program. If our fundraising efforts are successful, the institute could possibly be opened up to more participants to be announced in the future.

Application materials are due Friday, April 1, 2022 via the following form.

Because of the ongoing COVID-19 pandemic, we are currently planning the summer institute to be hybrid in nature. The first week with pre-arrival programming will be conducted virtually via Zoom (with the option to come into the office and engage physically), and the formal 2 week program will be conducted in person at the Public Policy in Africa Initiative’s Douala office.",https://sicss.io/2022/west-central-africa,https://sicss.io/locations
Beijing,"June 14 to June 25, 2021","From Monday, June 14 to Friday, June 25, 2021, the Summer Institute in Computational Social Science, Beijing site will be virtually held. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, reading group seminars, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. A site-specific focus at this partner institute will be 
network science. Topics covered include (but are not limited to):

Network science models, including but not limited to physical, economic, and statistical models;
  Methods that approach network data, including but not limited to including statistics, machine learning, and causal inference;
  Applications of network science to the social sciences (broadly conceived).
There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. In reading group seminars, participants will share cutting-edge works involving network methods from their disciplines. We expect participants to build teams with their fellow participants to generate working projects during this two-week event. These projects might receive funding support from the Institute. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to graduate students, postdoctoral researchers, and early career faculties across the globe. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About 20 participants will be invited, and participants are expected to fully attend and participate in the entire program.

To ensure full consideration, please submit your Application materials by April 1, 2021 April 7, 2021. You can still submit your application after the deadline, but full consideration will not be guaranteed.

Participation is free of charge.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/beijing,https://sicss.io/locations
Bologna,"June 21 to July 2, 2021","From Monday, 21 June to Friday, 2 July (2021), the Department of Social and Political Sciences at the University of Bologna will sponsor the Summer Institute in Computational Social Science, to be held virtually at the University of Bologna. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. Twelve (12) participants will be invited and expected to fully attend and participate in the entire program.

Application materials are due 12 March 2021 (midnight, GMT+1).

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/bologna,https://sicss.io/locations
Chicago,"June 14 to June 25, 2021","From Monday, June 14 to Friday, June 25, 2021, Northwestern University will sponsor the 4th Annual Summer Institute in Computational Social Science Chicago, to be held completely virtually. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. A number of these speakers will be unique to the Chicago area and Chicago computational social science community. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

We invite applications from graduate students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. SICSS-Chicago is committed to diversity and inclusion in computational social science, and we welcome applicants from groups currently underrepresented in computational social science. About twenty participants will be invited. Participants will be expected to participate in all two weeks of the institute.

Participants with less experience in social science research will be expected to complete additional readings in advance of the Institute, and participants with less experience coding will be expected to complete a set of online learning modules on the R or Python programming language. Students doing this preparatory work will be supported by a teaching assistant who will hold online office hours before the Institute.

Application materials should be received by March 30th, 2021 at sicss.chicago@gmail.com.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/chicago,https://sicss.io/locations
FGV/DAPP Brazil,"June 14 to June 26, 2021","From Monday, June 14 to Saturday, June 26, 2021, The SICSS core sponsors  and Department of Public Policy Analysis of Getulio Vargas Foundation (FGV-DAPP) will sponsor the Summer Institute in Computational Social Science, to be held virtually for at the Department of Public Policy Analysis of Getulio Vargas Foundation (FGV/DAPP). The FGV-DAPP is the first-ever SICSS Edition in Brazil!

The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived). Given the expertise hosted at the FGV-DAPP, we are particularly interested in participants with interests aligned with communication, social media analysis, and public policy.

The instructional program will involve lectures, group problem sets, roundtables about computational social science, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government, and round-tables with brazilian experts on computational social science working in industry, government and social organizations. Topics covered include text as data, website scraping, digital survey and field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to graduate students (master and doctoral programs), postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. master students, and computational social scientists working on NGOs and industry. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. To increase the diversity of the program, we expect to organize a bilingual school, with part of the local activities being organized in Portuguese. About 20 participants will be invited, and participants are expected to fully attend and participate in the entire program.

Application materials are due Friday, April 2, 2021.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/fgv-dapp-brazil,https://sicss.io/locations
HSE University,"June 14 to June 19, 2021","From Monday, June 14 to Saturday, June 19, 2021, the SICSS core sponsors will sponsor the Summer Institute in Computational Social Science, to be held virtually at Higher School of Economics (HSE University). The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to graduate students (master and doctoral programs), postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About fifteen participants will be invited, and participants are expected to fully attend and participate in the entire program.

Application materials are due March 30, 2021.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/hse,https://sicss.io/locations
Helsinki,"June 14 to June 25, 2021","From Monday, June 14 to Friday, June 25, 2021, we organise the virtual Summer Institute in Computational Social Science at the University of Helsinki.
The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science.
The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

At Helsinki we are especially working on topics such as
political communication
  digital democracy
  crisis narratives
  interactive prototype development
  validity and reliability in computational social science
The instructional program will involve lectures, group problem sets, and participant-led research projects.
There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government.
We focus on four broad families of computational social science
data science
  network analysis
  simulations and complex systems
  interactive systems
In addition, we discuss crosscutting themes such as
asking research questions through computational means
  data collection and management
  ethics
  validity and reliability
  research projects in computational social science era
There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers.
 Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.
 We will use forthcoming book Coding Social Scinece to support these discussions.

We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science.
 About 20-30 participants will be invited, and participants are expected to fully attend and participate in the entire program.

Application materials are due March 19th.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/helsinki,https://sicss.io/locations
Hong Kong,"June 14 to June 25, 2021","From June 14 to June 25, 2021, The Hong Kong University of Science and Technology will sponsor the 1st Summer Institute in Computational Social Science Hong Kong. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived). This is the first time SICSS coming to Hong Kong!

The instructional program will involve lectures, group problem sets, and participant-led research projects. Methodological topics covered include text as data, website scraping, digital field experiments, non-probability, sampling, mass collaboration, and ethics. Site-specific substantive topics include (but are not limited to) political polarization, collective action, social networks, and diffusion. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. There will be ample opportunities for participants to discuss their ideas and research with the organizers,other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to graduate students, postdoctoral researchers, and junior faculty. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About 10-15 participants will be invited, and participants are expected to fully attend and participate in the entire two-week program, including active participation in group projects.

Application materials are due April 15. Inquiries can be sent to sicss.hongkong@gmail.com.

Working language is English.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/hong_kong,https://sicss.io/locations
Howard/Mathematica,"June 12 to June 25, 2021","From Saturday, June 12 to Friday, June 25, 2021, Howard University and Mathematica sponsored the Summer Institute in Computational Social Science, held virtually at Howard University. The purpose of the Summer Institute was to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute was for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program involved lectures, group problem sets, and participant-led research projects. There were also outside speakers who conducted computational social science research in a variety of settings, such as academia, industry, and government. Topics covered included text as data, website scraping, digital field experiments, machine learning, and ethics. There were ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute were released open source.

Participation was restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcomed applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About thirty participants were invited, and participants were expected to fully attend and participate in the entire program.

SICSS-Howard/Mathematica was groundbreaking for a number of reasons. Most notably because it was the first Summer Institute held at a Historically Black College and University (HBCU). It also had the benefit of a deeply invested partner, Mathematica. Finally, SICSS-Howard/Mathematica also had the benefit of a topical focus on antiblack racism and inequity.

Application materials are due 11:59pm EST on Wednesday, March 31st.

Because of the COVID-19 pandemic, all events took place online.

Join our Email List for the most up to date information on SICSS-Howard/Mathematica, or follow us on Facebook and Twitter.",https://sicss.io/2021/howard-mathematica,https://sicss.io/locations
Istanbul,"June 01 to June 25, 2021","From Tuesday, June 1 to Friday, June 25, 2021, Kadir Has University will host a virtual partner event of Summer Institute in Computational Social Science. In addition to the SICSS core sponsors, SICSS-Istanbul is sponsored by Kadir Has University.  The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and early career faculties interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to graduate students, postdoctoral researchers, and early career faculties. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About 10-15 participants will be invited, and participants are expected to fully attend and participate in the entire program.

Application materials are due February 28, 2021.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/istanbul,https://sicss.io/locations
Law,"June 14 to June 25, 2021","From Monday, June 14 to Friday, June 25, 2021, Maastricht Law & Tech Lab will organise the Summer Institute in Computational Social Science, to be held virtually at Maastricht University. SICSS-Law is sponsored by Russel Sage Foundation, University Fund Limburg/SWOL, and Digital Legal Studies Cluster. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived). SICSS-Law is unique among partner locations in its focus on legal data, both from the perspective of collection as well as analysis . Throughout the duration of the Institute in Maastricht, we will explore how computational methods can be applied to legal research questions.

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from law and other groups currently under-represented in computational social science. We particularly encourage participants from Central and Eastern Europe to apply to SICSS-Law. About 30 participants will be invited, and participants are expected to fully attend and participate in the entire program.

Application materials are due Monday, 29 March 2021 at 11:59 CET,  22 March 2021 at 11:59 CET .

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/law,https://sicss.io/locations
Lisbon,"June 14 to June 25, 2021","From Monday, June 14 to Friday, June 25, 2021, Nova School of Business and Economics will sponsor the Summer Institute in Computational Social Science, to be held virtually at Nova School of Business and Economics. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About 20 participants will be invited, and participants are expected to fully attend and participate in the entire program.

Application materials are due Wednesday, April 7, 2021..

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/lisbon,https://sicss.io/locations
London,"June 14 to June 25, 2021","From Monday, June 14 to Friday, June 25, 2021, the UCL School of Management will sponsor the Summer Institute in Computational Social Science, to be hosted virtually by UCL in partnership with London School of Economics, Imperial College London, Greenwich University, and City, University of London. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived). There is no cost to participate in SICSS-London.

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Limited funding will be available on a “mini grant” basis to seed/pilot one or more projects developed during the institute.

While our primary mission is to build community and support research within London and the UK, participation is open to all early career researchers. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science.  Participants are expected to fully attend and participate in the entire program.

Participants with less experience in social science research will be expected to complete additional readings in advance of the Institute, and participants with less experience coding will be expected to complete a set of online learning modules on the R or Python programming language. Students doing this preparatory work will be supported by a teaching assistant who will hold online office hours before the Institute.

Application materials are due Friday, March 19, 2021.",https://sicss.io/2021/london,https://sicss.io/locations
Los Angeles,"June 21 to July 2, 2021","From Monday, June 21 to Friday, July 2 2021, the University of California, Los Angeles (UCLA) Division of Social Sciences, California Center for Population Research, and SICSS core sponsors will sponsor the Summer Institute in Computational Social Science, to be held virtually at the University of California, Los Angeles. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About 30 participants will be invited, and participants are expected to fully attend and participate in the entire program.

Application materials are due March 25, 2021.

Because of the COVID-19 pandemic, all events will take place online.",https://sicss.io/2021/los_angeles,https://sicss.io/locations
